No,Nama,LLDikti
3991,Universitas Aisyiyah Surakarta,6.0
3992,Universitas Aisyiyah Yogyakarta,5.0
3993,Universitas Aki,6.0
3994,Universitas Al Asyariah Mandar,9.0
3995,Universitas Al Azhar Indonesia,3.0
3996,Universitas Al Muslim,13.0
3997,Universitas Al Washliyah,1.0
3998,Universitas Al-Azhar,1.0
3999,Universitas Al-Azhar Indonesia,3.0
4000,Universitas Al-Ghifari,4.0
4001,Universitas Alkhairaat,16.0
4002,Universitas Al-Khairiyah,4.0
4003,Universitas Alma Ata,5.0
4004,Universitas Alma Ata Yogyakarta,5.0
4005,Universitas Almuslim,
4006,Universitas Al-Muslim,13.0
4007,Universitas Alwashliyah,1.0
4008,Universitas Al-Washliyah Labuhan Batu,1.0
4009,Universitas Amal Ilmiah Yapis Wamena,14.0
4010,Universitas Amikom Purwokerto,6.0
4011,Universitas Amikom Yogyakarta,5.0
4012,Universitas Amir Hamzah,1.0
4013,Universitas An Nuur,6.0
4014,Universitas Andalas,
4015,Universitas Andalas Kampus Ii Payakumbuh,
4016,Universitas Andi Djemma Palopo,9.0
4017,Universitas Antakusuma,11.0
4018,Universitas Aryasatya Deo Muri,15.0
4019,Universitas Asahan,1.0
4020,Universitas Atma Jaya Makassar,9.0
4021,Universitas Atma Jaya Yogyakarta,5.0
4022,Universitas Audi Indonesia,1.0
4023,Universitas Aufa Royhan,1.0
4024,Universitas Baiturrahmah,10.0
4025,Universitas Bakrie,3.0
4026,Universitas Bakti Indonesia,7.0
4027,Universitas Bale Bandung,4.0
4028,Universitas Bali Internasional,8.0
4029,Universitas Balikpapan,11.0
4030,Universitas Bandar Lampung,2.0
4031,Universitas Bandung Raya,4.0
4032,Universitas Bangka Belitung,
4033,Universitas Banten Jaya,4.0
4034,Universitas Batam,10.0
4035,Universitas Batanghari,10.0
4036,Universitas Batanghari Jambi,10.0
4037,Universitas Battuta,1.0
4038,Universitas Baturaja,2.0
4039,Universitas Bengkulu,
4040,Universitas Bhakti Kencana,
4041,Universitas Bhayangkara Jakarta Raya,3.0
4042,Universitas Bhayangkara Surabaya,7.0
4043,Universitas Bhinneka Pgri,7.0
4044,Universitas Billfath,7.0
4045,Universitas Bina Bangsa,4.0
4046,Universitas Bina Bangsa Getsempena,13.0
4047,Universitas Bina Darma,2.0
4048,Universitas Bina Darma Palembang,2.0
4049,Universitas Bina Insan,2.0
4050,Universitas Bina Insani,4.0
4051,Universitas Bina Mandiri Gorontalo,16.0
4052,Universitas Bina Nusantara,3.0
4053,Universitas Bina Sarana Informatika,3.0
4054,Universitas Bina Taruna Gorontalo,16.0
4055,Universitas Binaniaga Indonesia,4.0
4056,Universitas Binawan,3.0
4057,Universitas Bojonegoro,7.0
4058,Universitas Bondowoso,7.0
4059,Universitas Borneo Tarakan,
4060,Universitas Borobudur,3.0
4061,Universitas Bosowa,9.0
4062,Universitas Bosowa Makassar,9.0
4063,Universitas Boyolali,6.0
4064,Universitas Brawijaya,
4065,Universitas BSI,4.0
4066,Universitas Buana Perjuangan Karawang,4.0
4067,Universitas Buddhi Dharma,4.0
4068,Universitas Budi Darma,1.0
4069,Universitas Budi Luhur,3.0
4070,Universitas Bumi Hijrah Tidore,12.0
4071,Universitas Bumigora,8.0
4072,Universitas Bunda Mulia,3.0
4073,Universitas Bung Hatta,10.0
4074,Universitas Bung Karno,3.0
4075,Universitas Catur Insan Cendekia,4.0
4076,Universitas Cendekia Abditama,4.0
4077,Universitas Cenderawasih,
4078,Universitas Ciputra,7.0
4079,Universitas Ciputra Surabaya,7.0
4080,Universitas Citra Bangsa,15.0
4081,Universitas Cokroaminoto,5.0
4082,Universitas Cokroaminoto Makassar,9.0
4083,Universitas Cokroaminoto Palopo,9.0
4084,Universitas Cokroaminoto Yogyakarta,5.0
4085,Universitas Cordova,8.0
4086,Universitas Cut Nyak Dhien,1.0
4087,Universitas Darma Agung,1.0
4088,Universitas Darma Persada,3.0
4089,Universitas Darul Ulum,7.0
4090,Universitas Darul `Ulum,7.0
4091,Universitas Darul Ulum Islamic Centre Sudirman,6.0
4092,Universitas Darul Ulum Islamic Centre Sudirman Guppi,6.0
4093,Universitas Darussalam Ambon,12.0
4094,Universitas Darussalam Gontor,7.0
4095,Universitas Darwan Ali,11.0
4096,Universitas Dayanu Ikhsanuddin,9.0
4097,Universitas Dehasen Bengkulu,2.0
4098,Universitas Dharma Andalas,10.0
4099,Universitas Dharmas Indonesia,10.0
4100,Universitas Dharmas Indonesia Padang,10.0
4101,Universitas Dharmawangsa,1.0
4102,Universitas Dhyana Pura,8.0
4103,Universitas Dian Nusantara,3.0
4104,Universitas Dian Nuswantoro,6.0
4105,Universitas Dinamika,7.0
4106,Universitas Dinamika Bangsa,10.0
4107,Universitas Dipa Makassar,9.0
4108,Universitas Diponegoro,
4109,Universitas Dirgantara Marsekal Suryadarma,3.0
4110,Universitas Djuanda,4.0
4111,Universitas Doktor Nugroho Magetan,7.0
4112,Universitas Dr Soetomo,7.0
4113,Universitas Dr. Soetomo,7.0
4114,Universitas Dumoga Kotamobagu,16.0
4115,Universitas Duta Bangsa Surakarta,6.0
4116,Universitas Dwijendra,8.0
4117,Universitas Efarina,1.0
4118,Universitas Ekasakti,10.0
4119,Universitas Esa Unggul,3.0
4120,Universitas Fajar,9.0
4121,Universitas Fajar Makassar,9.0
4122,Universitas Faletehan,4.0
4123,Universitas Flores,15.0
4124,Universitas Fort De Kock,10.0
4125,Universitas Gadjah Mada,
4126,Universitas Gajah Putih,13.0
4127,Universitas Gajayana,7.0
4128,Universitas Galuh,4.0
4129,Universitas Galuh Ciamis,4.0
4130,Universitas Garut,4.0
4131,Universitas Global Jakarta,4.0
4132,Universitas Gorontalo,16.0
4133,Universitas Graha Nusantara,1.0
4134,Universitas Gresik,7.0
4135,Universitas Gunadarma,3.0
4136,Universitas Gunung Kidul,5.0
4137,Universitas Gunung Leuser Aceh,13.0
4138,Universitas Gunung Rinjani,8.0
4139,Universitas Haji Sumatera Utara,1.0
4140,Universitas Halim Sanusi,4.0
4141,Universitas Halmahera,12.0
4142,Universitas Halu Oleo,
4143,Universitas Haluoleo,
4144,Universitas Hamzanwadi,8.0
4145,Universitas Hang Tuah,7.0
4146,Universitas Harapan,1.0
4147,Universitas Harapan Medan,1.0
4148,Universitas Hasanuddin,
4149,Universitas Hasyim Asy'Ari Tebuireng Jombang,7.0
4150,Universitas Hayam Wuruk Perbanas Surabaya,7.0
4151,Universitas Hein Namotemo,12.0
4152,Universitas Hindu Indonesia,8.0
4153,Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,
4154,Universitas Hkbp Nommensen,1.0
4155,Universitas Hkbp Nommensen Pematangsiantar,1.0
4156,Universitas Iba,2.0
4157,Universitas Iba Palembang,2.0
4158,Universitas Ibbi,1.0
4159,Universitas Ibn Khaldun,4.0
4160,Universitas Ibnu Chaldun,3.0
4161,Universitas Ibnu Chaldun Jakarta,3.0
4162,Universitas Ibnu Sina,10.0
4163,Universitas Ibrahimy,7.0
4164,Universitas Ibrahimy Sukorejo Situbondo,7.0
4165,Universitas Ichsan Gorontalo,16.0
4166,Universitas Imelda Medan,1.0
4167,Universitas Indo Global Mandiri,2.0
4168,Universitas Indonesia,
4169,Universitas Indonesia Mandiri,4.0
4170,Universitas Indonesia Membangun,4.0
4171,Universitas Indonesia Timur,9.0
4172,Universitas Indraprasta Pgri,3.0
4173,Universitas Informatika Dan Bisnis Indonesia,4.0
4174,Universitas Insan Cendekia Mandiri,4.0
4175,Universitas Internasional Batam,10.0
4176,Universitas Internasional Semen Indonesia,7.0
4177,Universitas Iqra Buru,12.0
4178,Universitas Iskandar Muda,13.0
4179,Universitas Islam 45,4.0
4180,Universitas Islam 45 Bekasi,4.0
4181,Universitas Islam Al-Azhar,
4182,Universitas Islam Al-Azhar Mataram,8.0
4183,Universitas Islam Al-Ihya Kuningan,4.0
4184,Universitas Islam As-Syafi Iyah,
4185,Universitas Islam As-Syafiiyah,3.0
4186,Universitas Islam As-Syafi'Iyah,
4187,Universitas Islam Balitar,7.0
4188,Universitas Islam Bandung,4.0
4189,Universitas Islam Batik,6.0
4190,Universitas Islam Darul `Ulum,7.0
4191,Universitas Islam Darul 'Ulum,7.0
4192,Universitas Islam Indonesia,5.0
4193,Universitas Islam Indragiri,10.0
4194,Universitas Islam Jakarta,3.0
4195,Universitas Islam Jember,7.0
4196,Universitas Islam Kadiri,7.0
4197,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari Banjarmasin,11.0
4198,Universitas Islam Kalimantan Muhammad Arsyad Al-Banjary Banjarmasin,11.0
4199,Universitas Islam Kebangsaan,13.0
4200,Universitas Islam Kebangsaan Indonesia,13.0
4201,Universitas Islam Kuantan Singingi,10.0
4202,Universitas Islam Labuhan Batu,1.0
4203,Universitas Islam Lamongan,7.0
4204,Universitas Islam Madura,7.0
4205,Universitas Islam Majapahit,7.0
4206,Universitas Islam Makassar,9.0
4207,Universitas Islam Malang,7.0
4208,Universitas Islam Nahdlatul Ulama Jepara,6.0
4209,Universitas Islam Negeri Alauddin,
4210,Universitas Islam Negeri Alauddin Makassar,
4211,Universitas Islam Negeri Antasari Banjarmasin,
4212,Universitas Islam Negeri Ar-Raniry Banda Aceh,
4213,Universitas Islam Negeri Imam Bonjol,
4214,Universitas Islam Negeri Imam Bonjol Padang,
4215,Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,
4216,Universitas Islam Negeri Mataram,
4217,Universitas Islam Negeri Maulana Malik Ibrahim,
4218,Universitas Islam Negeri Maulana Malik Ibrahim Malang,
4219,Universitas Islam Negeri Raden Fatah,
4220,Universitas Islam Negeri Raden Fatah Palembang,
4221,Universitas Islam Negeri Raden Intan,
4222,Universitas Islam Negeri Raden Intan Lampung,
4223,Universitas Islam Negeri Raden Mas Said Surakarta,
4224,Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,
4225,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda,
4226,Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,
4227,Universitas Islam Negeri Sultan Syarif Kasim,
4228,Universitas Islam Negeri Sultan Syarif Kasim Riau,
4229,Universitas Islam Negeri Sultan Thaha Saifuddin Jambi,
4230,Universitas Islam Negeri Sulthan Syarif Kasim,
4231,Universitas Islam Negeri Sulthan Syarif Kasim Riau,
4232,Universitas Islam Negeri Sulthan Thaha Saifuddin,
4233,Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,
4234,Universitas Islam Negeri Sumatera Utara,
4235,Universitas Islam Negeri Sumatera Utara Medan,
4236,Universitas Islam Negeri Sunan Ampel,
4237,Universitas Islam Negeri Sunan Ampel Surabaya,
4238,Universitas Islam Negeri Sunan Gunung Djati,
4239,Universitas Islam Negeri Sunan Gunung Djati Bandung,
4240,Universitas Islam Negeri Sunan Gunung Jati,
4241,Universitas Islam Negeri Sunan Gunung Jati Bandung,
4242,Universitas Islam Negeri Sunan Kalijaga,
4243,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,
4244,Universitas Islam Negeri Syarif Hidayatullah,
4245,Universitas Islam Negeri Syarif Hidayatullah Jakarta,
4246,Universitas Islam Negeri Walisongo,
4247,Universitas Islam Negeri Walisongo Semarang,
4248,Universitas Islam Nusantara,4.0
4249,Universitas Islam Ogan Komering Ilir Kayuagung,2.0
4250,Universitas Islam Raden Rahmat,7.0
4251,Universitas Islam Riau,10.0
4252,Universitas Islam Sultan Agung,6.0
4253,Universitas Islam Sumatera Utara,1.0
4254,Universitas Islam Syekh Yusuf,4.0
4255,Universitas Islam Syekh Yusuf Tangerang,4.0
4256,Universitas Islam Zainul Hasan Genggong,
4257,Universitas Islam Zainul Hasan Genggong Probolinggo,
4258,Universitas Ivet,6.0
4259,Universitas Jabal Ghafur,13.0
4260,Universitas Jakarta,3.0
4261,Universitas Jambi,
4262,Universitas Janabadra,5.0
4263,Universitas Jayabaya,3.0
4264,Universitas Jember,
4265,Universitas Jenderal Achmad Yani,4.0
4266,Universitas Jenderal Achmad Yani Bandung,4.0
4267,Universitas Jenderal Achmad Yani Yogyakarta,5.0
4268,Universitas Jenderal Soedirman,
4269,Universitas Kader Bangsa,2.0
4270,Universitas Kadiri,7.0
4271,Universitas Kahuripan Kediri,7.0
4272,Universitas Kaltara,11.0
4273,Universitas Kanjuruhan,7.0
4274,Universitas Kapuas,11.0
4275,Universitas Kapuas Sintang,11.0
4276,Universitas Karimun,10.0
4277,Universitas Kartini,7.0
4278,Universitas Karya Husada Semarang,
4279,Universitas Karyadarma Kupang,15.0
4280,Universitas Katolik Atma Jaya Jakarta,3.0
4281,Universitas Katolik Darma Cendika,7.0
4282,Universitas Katolik De La Salle,16.0
4283,Universitas Katolik De La Salle Manado,
4284,Universitas Katolik Indonesia Atma Jaya,3.0
4285,Universitas Katolik Indonesia Santu Paulus Ruteng,15.0
4286,Universitas Katolik Musi Charitas,2.0
4287,Universitas Katolik Parahyangan,4.0
4288,Universitas Katolik Santo Thomas,1.0
4289,Universitas Katolik Soegijapranata,6.0
4290,Universitas Katolik Widya Karya,7.0
4291,Universitas Katolik Widya Mandala Madiun,7.0
4292,Universitas Katolik Widya Mandala Surabaya,7.0
4293,Universitas Katolik Widya Mandira Kupang,15.0
4294,Universitas Kebangsaan,4.0
4295,Universitas Kh. A. Wahab Hasbullah,7.0
4296,Universitas Kh. Bahaudin Mudhary Madura,7.0
4297,Universitas Khairun,
4298,Universitas Khairun Ternate,
4299,Universitas Klabat,16.0
4300,Universitas Komputer Indonesia,4.0
4301,Universitas Krisnadwipayana,3.0
4302,Universitas Kristen Artha Wacana,15.0
4303,Universitas Kristen Duta Wacana,5.0
4304,Universitas Kristen Immanuel,5.0
4305,Universitas Kristen Immanuel Yogyakarta,5.0
4306,Universitas Kristen Indonesia,3.0
4307,Universitas Kristen Indonesia Maluku,12.0
4308,Universitas Kristen Indonesia Paulus,9.0
4309,Universitas Kristen Indonesia Tomohon,16.0
4310,Universitas Kristen Indonesia Toraja,9.0
4311,Universitas Kristen Krida Wacana,3.0
4312,Universitas Kristen Maranatha,4.0
4313,Universitas Kristen Palangka Raya,11.0
4314,Universitas Kristen Palangkaraya,11.0
4315,Universitas Kristen Papua,14.0
4316,Universitas Kristen Papua Sorong,14.0
4317,Universitas Kristen Petra,7.0
4318,Universitas Kristen Satya Wacana,6.0
4319,Universitas Kristen Surakarta,6.0
4320,Universitas Kristen Tentena,16.0
4321,Universitas Kristen Wira Wacana Sumba,15.0
4322,Universitas Kuningan,4.0
4323,Universitas Kusuma Husada Surakarta,
4324,Universitas Kutai Kartanegara Tenggarong,11.0
4325,Universitas Labuhanbatu,1.0
4326,Universitas Lakidende Unahaa,9.0
4327,Universitas Lambung Mangkurat,
4328,Universitas Lampung,
4329,Universitas Lancang Kuning,10.0
4330,Universitas Langlang Buana,4.0
4331,Universitas Lintas Internasional Indonesia,4.0
4332,Universitas Lumajang,7.0
4333,Universitas Ma Chung,7.0
4334,Universitas Maarif Hasyim Latif,7.0
4335,Universitas Ma'Arif Nahdlatul Ulama Kebumen,6.0
4336,Universitas Madako Tolitoli,16.0
4337,Universitas Madako Toli-Toli,16.0
4338,Universitas Madura,7.0
4339,Universitas Mahadewa Indonesia,8.0
4340,Universitas Mahakarya Asia,5.0
4341,Universitas Mahaputra Muhammad Yamin,10.0
4342,Universitas Mahasaraswati Denpasar,8.0
4343,Universitas Mahendradatta,8.0
4344,Universitas Majalengka,4.0
4345,Universitas Malahayati,2.0
4346,Universitas Malikussaleh,
4347,Universitas Mandala Waluya,
4348,Universitas Maritim Amni,6.0
4349,Universitas Maritim Raja Ali Haji,
4350,Universitas Maritim Raja Ali Haji (Umrah),
4351,Universitas Ma'Soem,4.0
4352,Universitas Matana,3.0
4353,Universitas Mataram,
4354,Universitas Mathla Ul Anwar,4.0
4355,Universitas Mathla`Ul Anwar,4.0
4356,Universitas Mathla'Ul Anwar,
4357,Universitas Mayjen Sungkono,7.0
4358,Universitas Medan Area,1.0
4359,Universitas Mega Buana Palopo,9.0
4360,Universitas Megarezky,9.0
4361,Universitas Megou Pak Tulang Bawang,2.0
4362,Universitas Mercu Buana,3.0
4363,Universitas Mercu Buana Yogyakarta,5.0
4364,Universitas Merdeka Madiun,7.0
4365,Universitas Merdeka Malang,7.0
4366,Universitas Merdeka Pasuruan,7.0
4367,Universitas Merdeka Ponorogo,7.0
4368,Universitas Merdeka Surabaya,7.0
4369,Universitas Methodist Indonesia,1.0
4370,Universitas Mitra Indonesia,2.0
4371,Universitas Mitra Karya,4.0
4372,Universitas Mochammad Sroedji,7.0
4373,Universitas Mohamad Husni Thamrin,3.0
4374,Universitas Mohammad Husni Thamrin,3.0
4375,Universitas Mohammad Husni Thamrin Jakarta,3.0
4376,Universitas Mohammad Natsir Bukittinggi,10.0
4377,Universitas Mpu Tantular,3.0
4378,Universitas Muara Bungo,10.0
4379,Universitas Muhadi Setiabudi,6.0
4380,Universitas Muhadi Setiabudi Brebes,6.0
4381,Universitas Muhammadiyah,9.0
4382,Universitas Muhammadiyah Aceh,13.0
4383,Universitas Muhammadiyah Bandung,4.0
4384,Universitas Muhammadiyah Banjarmasin,11.0
4385,Universitas Muhammadiyah Banten,4.0
4386,Universitas Muhammadiyah Bengkulu,2.0
4387,Universitas Muhammadiyah Berau,11.0
4388,Universitas Muhammadiyah Bone,9.0
4389,Universitas Muhammadiyah Bulukumba,9.0
4390,Universitas Muhammadiyah Buton,9.0
4391,Universitas Muhammadiyah Cirebon,4.0
4392,Universitas Muhammadiyah Enrekang,9.0
4393,Universitas Muhammadiyah Gorontalo,16.0
4394,Universitas Muhammadiyah Gresik,7.0
4395,Universitas Muhammadiyah Jakarta,3.0
4396,Universitas Muhammadiyah Jambi,10.0
4397,Universitas Muhammadiyah Jember,7.0
4398,Universitas Muhammadiyah Kalimantan Timur,11.0
4399,Universitas Muhammadiyah Kendari,9.0
4400,Universitas Muhammadiyah Kotabumi,2.0
4401,Universitas Muhammadiyah Kudus,6.0
4402,Universitas Muhammadiyah Kupang,15.0
4403,Universitas Muhammadiyah Lamongan,7.0
4404,Universitas Muhammadiyah Lampung,2.0
4405,Universitas Muhammadiyah Luwuk Banggai,16.0
4406,Universitas Muhammadiyah Madiun,7.0
4407,Universitas Muhammadiyah Magelang,6.0
4408,Universitas Muhammadiyah Makassar,9.0
4409,Universitas Muhammadiyah Malang,7.0
4410,Universitas Muhammadiyah Maluku Utara,12.0
4411,Universitas Muhammadiyah Mataram,8.0
4412,Universitas Muhammadiyah Metro,2.0
4413,Universitas Muhammadiyah Palangka Raya,11.0
4414,Universitas Muhammadiyah Palembang,2.0
4415,Universitas Muhammadiyah Palopo,9.0
4416,Universitas Muhammadiyah Palu,16.0
4417,Universitas Muhammadiyah Papua,14.0
4418,Universitas Muhammadiyah Parepare,
4419,Universitas Muhammadiyah Pare-Pare,9.0
4420,Universitas Muhammadiyah Pekajangan Pekalongan,6.0
4421,Universitas Muhammadiyah Ponorogo,7.0
4422,Universitas Muhammadiyah Pontianak,11.0
4423,Universitas Muhammadiyah Pontianak (Kampus Sintang),11.0
4424,Universitas Muhammadiyah Pringsewu,2.0
4425,Universitas Muhammadiyah Pringsewu Lampung,2.0
4426,Universitas Muhammadiyah Prof Dr Hamka,3.0
4427,Universitas Muhammadiyah Prof. Dr. Hamka,3.0
4428,Universitas Muhammadiyah Purwokerto,6.0
4429,Universitas Muhammadiyah Purworejo,6.0
4430,Universitas Muhammadiyah Riau,10.0
4431,Universitas Muhammadiyah Semarang,6.0
4432,Universitas Muhammadiyah Sidenreng Rappang,9.0
4433,Universitas Muhammadiyah Sidoarjo,7.0
4434,Universitas Muhammadiyah Sinjai,9.0
4435,Universitas Muhammadiyah Sorong,14.0
4436,Universitas Muhammadiyah Sukabumi,4.0
4437,Universitas Muhammadiyah Sumatera Barat,10.0
4438,Universitas Muhammadiyah Sumatera Utara,1.0
4439,Universitas Muhammadiyah Surabaya,7.0
4440,Universitas Muhammadiyah Surakarta,6.0
4441,Universitas Muhammadiyah Tangerang,4.0
4442,Universitas Muhammadiyah Tapanuli Selatan,1.0
4443,Universitas Muhammadiyah Tasikmalaya,4.0
4444,Universitas Muhammadiyah Yogyakarta,5.0
4445,Universitas Mulawarman,
4446,Universitas Mulia,11.0
4447,Universitas Multi Data Palembang,2.0
4448,Universitas Multimedia Nusantara,3.0
4449,Universitas Multimedia Nusantara Jakarta,3.0
4450,Universitas Muria Kudus,6.0
4451,Universitas Musamus Merauke,
4452,Universitas Musi Rawas,2.0
4453,Universitas Muslim Buton,9.0
4454,Universitas Muslim Indonesia,9.0
4455,Universitas Muslim Maros,9.0
4456,Universitas Muslim Nusantara Al-Washliyah,1.0
4457,Universitas Muslim Nusantara Al-Wasliyah,1.0
4458,Universitas Nahdlatul Ulama Al Ghazali Cilacap,6.0
4459,Universitas Nahdlatul Ulama Blitar,7.0
4460,Universitas Nahdlatul Ulama Cirebon,4.0
4461,Universitas Nahdlatul Ulama Gorontalo,16.0
4462,Universitas Nahdlatul Ulama Indonesia,3.0
4463,Universitas Nahdlatul Ulama Kalimantan Barat,11.0
4464,Universitas Nahdlatul Ulama Kalimantan Selatan,11.0
4465,Universitas Nahdlatul Ulama Kalimantan Timur,11.0
4466,Universitas Nahdlatul Ulama Lampung,2.0
4467,Universitas Nahdlatul Ulama Nusa Tenggara Barat,8.0
4468,Universitas Nahdlatul Ulama Purwokerto,6.0
4469,Universitas Nahdlatul Ulama Sidoarjo,7.0
4470,Universitas Nahdlatul Ulama Sulawesi Tenggara,9.0
4471,Universitas Nahdlatul Ulama Sumatera Barat,10.0
4472,Universitas Nahdlatul Ulama Sumatera Utara,1.0
4473,Universitas Nahdlatul Ulama Sunan Giri,7.0
4474,Universitas Nahdlatul Ulama Surabaya,7.0
4475,Universitas Nahdlatul Ulama Surakarta,6.0
4476,Universitas Nahdlatul Ulama Yogyakarta,5.0
4477,Universitas Nahdlatul Wathan Mataram,8.0
4478,Universitas Nani Bili Nusantara,14.0
4479,Universitas Narotama,7.0
4480,Universitas Nasional,3.0
4481,Universitas Nasional Karangturi Semarang,6.0
4482,Universitas Nasional Pasim,4.0
4483,Universitas Negeri Gorontalo,
4484,Universitas Negeri Jakarta,
4485,Universitas Negeri Makassar,
4486,Universitas Negeri Malang,
4487,Universitas Negeri Manado,
4488,Universitas Negeri Medan,
4489,Universitas Negeri Padang,
4490,Universitas Negeri Papua,
4491,Universitas Negeri Semarang,
4492,Universitas Negeri Surabaya,
4493,Universitas Negeri Yogyakarta,
4494,Universitas Ngudi Waluyo,6.0
4495,Universitas Ngurah Rai,8.0
4496,Universitas Nuku,12.0
4497,Universitas Nurdin Hamzah,10.0
4498,Universitas Nurtanio,4.0
4499,Universitas Nurul Jadid,7.0
4500,Universitas Nusa Bangsa,4.0
4501,Universitas Nusa Cendana,
4502,Universitas Nusa Lontar Rote,15.0
4503,Universitas Nusa Mandiri,3.0
4504,Universitas Nusa Nipa,15.0
4505,Universitas Nusa Putra,4.0
4506,Universitas Nusa Tenggara Barat,8.0
4507,Universitas Nusantara Manado,16.0
4508,Universitas Nusantara Pgri Kediri,7.0
4509,Universitas Ottow Geissler,14.0
4510,Universitas Padjadjaran,
4511,Universitas Pahlawan Tuanku Tambusai,10.0
4512,Universitas Pakuan,4.0
4513,Universitas Palangka Raya,
4514,Universitas Palembang,2.0
4515,Universitas Pamulang,4.0
4516,Universitas Panca Bhakti,11.0
4517,Universitas Panca Marga,7.0
4518,Universitas Panca Sakti Bekasi,4.0
4519,Universitas Pancasakti,9.0
4520,Universitas Pancasakti Makassar,
4521,Universitas Pancasakti Tegal,6.0
4522,Universitas Pancasila,3.0
4523,Universitas Pandanaran,6.0
4524,Universitas Panji Sakti,8.0
4525,Universitas Panji Sakti Singaraja,8.0
4526,Universitas Papua,
4527,Universitas Paramadina,3.0
4528,Universitas Pasifik Morotai,12.0
4529,Universitas Pasir Pengaraian,10.0
4530,Universitas Pasir Pengaraian Pekanbaru,10.0
4531,Universitas Pasundan,4.0
4532,Universitas Pat Petulai,2.0
4533,Universitas Patria Artha,9.0
4534,Universitas Pattimura,
4535,Universitas Pawyatan Daha,7.0
4536,Universitas Pejuang Republik Indonesia,9.0
4537,Universitas Pekalongan,6.0
4538,Universitas Pelita Bangsa,4.0
4539,Universitas Pelita Harapan,3.0
4540,Universitas Pelita Harapan Medan,1.0
4541,Universitas Pelita Harapan Surabaya,7.0
4542,Universitas Pembanguan Nasional Veteran Yogyakarta,
4543,Universitas Pembangunan Indonesia,16.0
4544,Universitas Pembangunan Jaya,4.0
4545,Universitas Pembangunan Nasional &Quot;Veteran&Quot; Jawa Timur,
4546,Universitas Pembangunan Nasional Veteran Jakarta,
4547,Universitas Pembangunan Nasional Veteran Jawa Timur,
4548,Universitas Pembangunan Nasional Veteran Yogyakarta,
4549,Universitas Pembangunan Panca Budi,1.0
4550,Universitas Pembinaan Masyarakat Indonesia,1.0
4551,Universitas Pembinaan Masyarakat Indonesia Medan,1.0
4552,Universitas Pendidikan Ganesha,
4553,Universitas Pendidikan Indonesia,
4554,Universitas Pendidikan Indonesia Kampus Sumedang,
4555,Universitas Pendidikan Mandalika,8.0
4556,Universitas Pendidikan Muhammadiyah Sorong,14.0
4557,Universitas Pendidikan Nasional,8.0
4558,Universitas Pepabri Makassar,9.0
4559,Universitas Peradaban,6.0
4560,Universitas Perintis Indonesia,10.0
4561,Universitas Perjuangan Tasikmalaya,4.0
4562,Universitas Persada Indonesia Yai,3.0
4563,Universitas Persatuan Guru 1945 Ntt,15.0
4564,Universitas Persatuan Islam,4.0
4565,Universitas Pertahanan,
4566,Universitas Pertahanan Jakarta,
4567,Universitas Pertamina,3.0
4568,Universitas Pesantren Tinggi Darul Ulum,7.0
4569,Universitas Pesantren Tinggi Darul `Ulum Jombang,7.0
4570,Universitas Pesantren Tinggi Darul Ulum Jombang,
4571,Universitas Pesantren Tinggi Darul 'Ulum Jombang,
4572,Universitas Pgri Adi Buana,7.0
4573,Universitas Pgri Adi Buana Surabaya,7.0
4574,Universitas Pgri Argopuro Jember,7.0
4575,Universitas Pgri Banyuwangi,7.0
4576,Universitas Pgri Kanjuruhan Malang,7.0
4577,Universitas Pgri Madiun,7.0
4578,Universitas Pgri Mahadewa Indonesia,8.0
4579,Universitas Pgri Palangka Raya,11.0
4580,Universitas Pgri Palembang,2.0
4581,Universitas Pgri Ronggolawe,7.0
4582,Universitas Pgri Semarang,6.0
4583,Universitas Pgri Wiranegara,7.0
4584,Universitas Pgri Yogyakarta,5.0
